,job title,salary estimate,rating,company name,location,size,founded,type of ownership,industry,sector,revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,job_simplified,seniority
294,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,Augray, WI,9,data scientist,
295,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,Tencent, CA,25,data scientist,
296,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1,data scientist,
297,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,Torc Robotics, TX,16,data scientist,
298,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,VirginPulse,remote,19,data scientist,
299,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,University of California San Francisco, CA,159,data scientist,
300,Data Scientist I/II (Lending Analytics & Credit Risk),$124K - $181K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,124.0,181.0,152.5,Navy Federal Credit Union, VA,90,data scientist,
301,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,Booz Allen Hamilton, DC,109,data scientist,
302,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,US Office of Inspector General, DC,-1,data scientist,
303,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,Veeco, CA,78,data scientist,
304,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,Cash App, CA,10,data scientist,senior
305,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,MultiPlan Inc.,remote,43,data scientist,senior
306,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,FedEx Services, TN,23,data scientist,
307,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,UT Southwestern, TX,80,data scientist,
308,Product Data Scientist,Employer Provided Salary:$73K - $176K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,73.0,176.0,124.5,PayPal, CA,25,data scientist,
309,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,TARGET, MN,61,data scientist,senior
310,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,OneMagnify, MI,56,data scientist,
311,Data Scientist (REMOTE),Employer Provided Salary:$120K - $133K,3.8,"General Dynamics Mission Systems, Inc
3.8",Remote,10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),0,1,120.0,133.0,126.5,"General Dynamics Mission Systems, Inc",remote,71,data scientist,
312,Sr Data Scientist,$113K - $156K (Glassdoor est.),3.7,"Citizens
3.7","Boston, MA",10000+ Employees,1828,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),0,0,113.0,156.0,134.5,Citizens, MA,195,data scientist,senior
313,Data Scientist (Onsite),Employer Provided Salary:$26.20 - $51.39 Per Hour,3.9,"UCLA Health
3.9","Los Angeles, CA",5001 to 10000 Employees,1919,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,1,1,26.2,51.39,38.795,UCLA Health, CA,104,data scientist,
314,Humanities Data Scientist,Employer Provided Salary:$112K - $172K,3.5,"US National Endowment for the Humanities
3.5","Washington, DC",1 to 50 Employees,-1,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$1 to $5 million (USD),0,1,112.0,172.0,142.0,US National Endowment for the Humanities, DC,-1,data scientist,
315,Junior Data Scientist,Employer Provided Salary:$112K - $179K,3.6,"Peraton
3.6","Columbia, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,1,112.0,179.0,145.5,Peraton, MD,6,data scientist,
316,"Data Scientist, Data Product",$83K - $114K (Glassdoor est.),4.2,"Syracuse University
4.2","Syracuse, NY",1001 to 5000 Employees,1870,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,83.0,114.0,98.5,Syracuse University, NY,153,data scientist,
317,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,Torc Robotics, TX,16,data scientist,
318,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,Tencent, CA,25,data scientist,
319,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,Grainger, IL,96,data scientist,
320,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,Augray, WI,9,data scientist,
321,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1,data scientist,
322,Data Scientist I/II (Lending Analytics & Credit Risk),$124K - $181K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,124.0,181.0,152.5,Navy Federal Credit Union, VA,90,data scientist,
323,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,Veeco, CA,78,data scientist,
324,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,OneMagnify, MI,56,data scientist,
325,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,FedEx Services, TN,23,data scientist,
326,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,VirginPulse,remote,19,data scientist,
327,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,UT Southwestern, TX,80,data scientist,
328,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,Cash App, CA,10,data scientist,senior
329,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,University of California San Francisco, CA,159,data scientist,
330,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,US Office of Inspector General, DC,-1,data scientist,
331,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,Booz Allen Hamilton, DC,109,data scientist,
332,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,TARGET, MN,61,data scientist,senior
333,Data Scientist,Employer Provided Salary:$82K - $167K,3.9,"Charles Schwab
3.9","San Francisco, CA",10000+ Employees,1973,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,1,82.0,167.0,124.5,Charles Schwab, CA,50,data scientist,
334,Humanities Data Scientist,Employer Provided Salary:$112K - $172K,3.5,"US National Endowment for the Humanities
3.5","Washington, DC",1 to 50 Employees,-1,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$1 to $5 million (USD),0,1,112.0,172.0,142.0,US National Endowment for the Humanities, DC,-1,data scientist,
335,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,Noblis, VA,27,data scientist,
336,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1,data scientist,
337,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,MultiPlan Inc.,remote,43,data scientist,senior
338,Data Scientist,Employer Provided Salary:$75K - $90K,3.8,"Camden Coalition of Healthcare
3.8","Camden, NJ",51 to 200 Employees,-1,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$1 to $5 million (USD),0,1,75.0,90.0,82.5,Camden Coalition of Healthcare, NJ,-1,data scientist,
339,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,Torc Robotics, TX,16,data scientist,
340,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,Tencent, CA,25,data scientist,
341,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,Grainger, IL,96,data scientist,
342,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,Augray, WI,9,data scientist,
343,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1,data scientist,
344,Data Scientist I/II (Lending Analytics & Credit Risk),$124K - $181K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,124.0,181.0,152.5,Navy Federal Credit Union, VA,90,data scientist,
345,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,Veeco, CA,78,data scientist,
346,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,OneMagnify, MI,56,data scientist,
347,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,FedEx Services, TN,23,data scientist,
348,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,VirginPulse,remote,19,data scientist,
349,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,UT Southwestern, TX,80,data scientist,
350,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,Cash App, CA,10,data scientist,senior
351,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,University of California San Francisco, CA,159,data scientist,
352,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,US Office of Inspector General, DC,-1,data scientist,
353,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,Booz Allen Hamilton, DC,109,data scientist,
354,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,TARGET, MN,61,data scientist,senior
355,Data Scientist,Employer Provided Salary:$82K - $167K,3.9,"Charles Schwab
3.9","San Francisco, CA",10000+ Employees,1973,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,1,82.0,167.0,124.5,Charles Schwab, CA,50,data scientist,
356,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,Noblis, VA,27,data scientist,
357,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1,data scientist,
358,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,MultiPlan Inc.,remote,43,data scientist,senior
359,Data Scientist,Employer Provided Salary:$75K - $90K,3.8,"Camden Coalition of Healthcare
3.8","Camden, NJ",51 to 200 Employees,-1,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$1 to $5 million (USD),0,1,75.0,90.0,82.5,Camden Coalition of Healthcare, NJ,-1,data scientist,
360,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,Augray, WI,9,data scientist,
361,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,Grainger, IL,96,data scientist,
362,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,Torc Robotics, TX,16,data scientist,
363,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1,data scientist,
364,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,University of California San Francisco, CA,159,data scientist,
365,Data Scientist I/II (Lending Analytics & Credit Risk),$124K - $181K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,124.0,181.0,152.5,Navy Federal Credit Union, VA,90,data scientist,
366,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1,data scientist,
367,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,FedEx Services, TN,23,data scientist,
368,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,TARGET, MN,61,data scientist,senior
369,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,Booz Allen Hamilton, DC,109,data scientist,
370,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,VirginPulse,remote,19,data scientist,
371,Humanities Data Scientist,Employer Provided Salary:$112K - $172K,3.5,"US National Endowment for the Humanities
3.5","Washington, DC",1 to 50 Employees,-1,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$1 to $5 million (USD),0,1,112.0,172.0,142.0,US National Endowment for the Humanities, DC,-1,data scientist,
372,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,Cash App, CA,10,data scientist,senior
373,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,UT Southwestern, TX,80,data scientist,
374,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,Veeco, CA,78,data scientist,
375,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,Noblis, VA,27,data scientist,
376,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,PayPal, CA,25,data scientist,
377,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,OneMagnify, MI,56,data scientist,
378,Data Scientist (Onsite),Employer Provided Salary:$26.20 - $51.39 Per Hour,3.9,"UCLA Health
3.9","Los Angeles, CA",5001 to 10000 Employees,1919,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,1,1,26.2,51.39,38.795,UCLA Health, CA,104,data scientist,
379,Junior Data Scientist,Employer Provided Salary:$112K - $179K,3.6,"Peraton
3.6","Columbia, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,1,112.0,179.0,145.5,Peraton, MD,6,data scientist,
380,Data Scientist (REMOTE),Employer Provided Salary:$120K - $133K,3.8,"General Dynamics Mission Systems, Inc
3.8",Remote,10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),0,1,120.0,133.0,126.5,"General Dynamics Mission Systems, Inc",remote,71,data scientist,
381,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,MultiPlan Inc.,remote,43,data scientist,senior
382,Junior Data Scientist,$81K - $113K (Glassdoor est.),2.9,"Soothsayer Analytics
2.9","Livonia, MI",Unknown,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,81.0,113.0,97.0,Soothsayer Analytics, MI,-1,data scientist,
383,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,Torc Robotics, TX,16,data scientist,
384,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,Tencent, CA,25,data scientist,
385,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,Grainger, IL,96,data scientist,
386,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,Augray, WI,9,data scientist,
387,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1,data scientist,
388,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,Veeco, CA,78,data scientist,
389,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,PayPal, CA,25,data scientist,
390,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,UT Southwestern, TX,80,data scientist,
391,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,Cash App, CA,10,data scientist,senior
392,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,OneMagnify, MI,56,data scientist,
