,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,Employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age
397,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
398,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
399,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
400,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
401,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
402,Data Scientist,Employer Provided Salary:$82K - $167K,3.9,"Charles Schwab
3.9","San Francisco, CA",10000+ Employees,1973,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,1,82.0,167.0,124.5,"Charles Schwab
", CA,50
403,Junior Data Scientist,Employer Provided Salary:$112K - $179K,3.6,"Peraton
3.6","Columbia, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,1,112.0,179.0,145.5,"Peraton
", MD,6
404,Data Scientist I - Energy Applications,Employer Provided Salary:$136K,4.0,"Pacific Northwest National Laboratory
4.0",United States,5001 to 10000 Employees,1965,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,1,136.0,136.0,136.0,"Pacific Northwest National Laboratory
",remote,58
405,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
406,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
407,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
408,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
409,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1
410,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
411,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
412,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
413,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
414,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
415,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
416,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
417,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
418,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
419,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
420,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
421,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
422,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
423,Data Scientist,Employer Provided Salary:$82K - $167K,3.9,"Charles Schwab
3.9","San Francisco, CA",10000+ Employees,1973,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,1,82.0,167.0,124.5,"Charles Schwab
", CA,50
424,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
425,Junior Data Scientist,Employer Provided Salary:$112K - $179K,3.6,"Peraton
3.6","Columbia, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,1,112.0,179.0,145.5,"Peraton
", MD,6
426,Data Scientist I - Energy Applications,Employer Provided Salary:$136K,4.0,"Pacific Northwest National Laboratory
4.0",United States,5001 to 10000 Employees,1965,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,1,136.0,136.0,136.0,"Pacific Northwest National Laboratory
",remote,58
427,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1
428,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
429,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
430,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
431,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
432,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
433,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
434,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
435,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
436,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
437,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
438,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
439,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
440,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
441,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
442,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
443,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
444,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
445,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,"MultiPlan Inc.
",remote,43
446,Data Scientist - All Levels,$68K - $109K (Glassdoor est.),4.7,"Interclypse Inc
4.7","Reston, VA",51 to 200 Employees,2007,Company - Private,Software Development,Information Technology,$5 to $25 million (USD),0,0,68.0,109.0,88.5,"Interclypse Inc
", VA,16
447,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
448,Senior Data Scientist - AI & Analytics Products,$110K - $173K (Glassdoor est.),4.1,"Genmab
4.1","Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,110.0,173.0,141.5,"Genmab
", NJ,24
449,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
450,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
451,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
452,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1
453,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
454,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
455,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
456,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
457,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
458,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,"MultiPlan Inc.
",remote,43
459,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
460,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
461,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
462,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
463,Marketing Data Scientist,Employer Provided Salary:$153K - $169K,3.6,"Sephora USA
3.6","San Francisco, CA",10000+ Employees,1969,Company - Private,Beauty & Personal Accessories Stores,Retail & Wholesale,$1 to $5 billion (USD),0,1,153.0,169.0,161.0,"Sephora USA
", CA,54
464,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
465,Data Scientist (REMOTE),Employer Provided Salary:$120K - $133K,3.8,"General Dynamics Mission Systems, Inc
3.8",Remote,10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),0,1,120.0,133.0,126.5,"General Dynamics Mission Systems, Inc
",remote,71
466,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
467,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
468,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
469,Senior Data Scientist - AI & Analytics Products,$110K - $173K (Glassdoor est.),4.1,"Genmab
4.1","Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,110.0,173.0,141.5,"Genmab
", NJ,24
470,Data Scientist (Onsite),Employer Provided Salary:$26.20 - $51.39 Per Hour,3.9,"UCLA Health
3.9","Los Angeles, CA",5001 to 10000 Employees,1919,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,1,1,26.2,51.39,38.795,"UCLA Health
", CA,104
471,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
472,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
473,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
474,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1
475,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
476,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
477,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
478,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
479,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
480,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,"MultiPlan Inc.
",remote,43
481,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
482,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
483,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
484,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
485,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
486,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
487,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
488,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
489,Data Scientist (REMOTE),Employer Provided Salary:$120K - $133K,3.8,"General Dynamics Mission Systems, Inc
3.8",Remote,10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),0,1,120.0,133.0,126.5,"General Dynamics Mission Systems, Inc
",remote,71
490,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
491,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
492,Junior Data Scientist,Employer Provided Salary:$112K - $179K,3.6,"Peraton
3.6","Columbia, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,1,112.0,179.0,145.5,"Peraton
", MD,6
493,Senior Data Scientist - AI & Analytics Products,$110K - $173K (Glassdoor est.),4.1,"Genmab
4.1","Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,110.0,173.0,141.5,"Genmab
", NJ,24
494,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
495,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
496,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1
497,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
498,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
499,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
500,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
